"Artifact_Gene","Major_Cluster","Subcluster","No..cell","Enrichment_Score","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","Avg_Exp","Source_of_Artifacts_SoA","SoA_No..cell","SoA_Enrichment_Score","SoA_avg_log2FC","SoA_pct.1","SoA_pct.2","SoA_p_val","SoA_p_val_adj","SoA_Avg_Exp"
"HBQ1","M1","S8",102,0.00358309942316817,0.0778934657210473,0.235,0.189,0.368675699777849,1,0.254901960784314,"M3",1913,2.20452794193707,3.10496893230573,0.796,0.086,0,0,1.94934036939311
"HBZ","M1","S8",102,0.00409760927037864,0.0539159114523506,0.216,0.14,0.0525290162940107,1,0.235294117647059,"M3",1913,5.69246486182247,6.69701748449702,0.949,0.099,0,0,39.2664907651715
"HES6","M1","S8",102,0.0368704695563861,0.288050543409266,0.49,0.362,0.0280208682579888,1,0.754901960784313,"M3",1913,1.04994387520398,1.82917051429264,0.776,0.202,0,0,2.05277044854878
"HIST1H1C","M1","S8",102,0.0159950446893608,0.185988891736753,0.353,0.267,0.131276862334098,1,0.509803921568627,"M3",1913,3.96192532311056,4.79071985865848,0.987,0.16,0,0,15.1899736147758
"HIST1H2AC","M1","S8",102,0.0072499907629776,0.2196966897872,0.088,0.055,0.178305382628771,1,0.107843137254902,"M3",1913,3.27420462576761,3.84747899620166,0.896,0.045,0,0,3.87229551451181
"HIST1H2BK","M1","S8",102,0.0215934376492471,0.203711675936294,0.569,0.463,0.0252606279379491,1,1.14705882352941,"M3",1913,3.23202497923113,4.30362846768459,0.994,0.243,0,0,17.890765171504
"HK1","M1","S8",102,0.0200026655087919,0.285752364411313,0.235,0.165,0.0758338500342461,1,0.264705882352941,"M3",1913,1.90914396973672,2.79523275217675,0.768,0.085,0,0,1.66226912928758
"HLA-B","M1","S8",102,0.0247233187141128,0.170505646304226,0.667,0.522,0.0473210830641736,1,1.01960784313725,"M4",1913,0.416607034509847,1.98384302147546,0.579,0.369,4.53363502458575e-143,1.14877777887978e-138,1.5027541311968
"HLA-C","M1","S8",102,0.00170280769909714,0.018712172517551,0.794,0.703,0.784471784274046,1,1.6078431372549,"M4",1913,0.203482919428749,1.51852924946828,0.581,0.447,7.09179029077843e-79,1.79698874178035e-74,1.32098147220832
"HLA-DPB1","M1","S8",102,0.0124678347686633,0.161919932060562,0.265,0.188,0.0990691534966671,1,0.284313725490196,"M4",1913,1.96963035444353,4.14659021988111,0.556,0.081,0,0,1.19979969954932
"HMBS","M1","S8",102,0.0615988459174836,0.331176590954213,0.814,0.628,0.00834458403691449,1,1.48039215686274,"M3",1913,1.74245921386702,2.81041808688229,0.97,0.35,0,0,7.13825857519794
"HMGA1","M1","S8",102,0.0106489385023339,0.119650994408246,0.794,0.705,0.139533741842764,1,1.74509803921568,"M3",1913,0.945380967374906,1.87204151955427,0.968,0.463,0,0,5.96358839050135
"HSD17B4","M1","S8",102,0.000736493894067246,0.0818326548963606,0.196,0.187,0.790001200463206,1,0.254901960784314,"M4",1913,0.712776943323755,3.04605531334938,0.383,0.149,3.89565718866306e-152,9.87120575035332e-148,0.691036554832243
"ICAM4","M1","S8",102,0.0198779141605837,0.389763022756544,0.098,0.047,0.027230071838598,1,0.0980392156862745,"M3",1913,1.2664882820926,2.72950060795818,0.482,0.018,0,0,0.720844327176776
"IFI30","M1","S8",102,0.00679496478014429,0.133234603532241,0.147,0.096,0.114791149029384,1,0.147058823529412,"M3",1913,1.10256911548999,1.83761519248332,0.664,0.064,0,0,1.36253298153033
"IQGAP2","M1","S8",102,0.0311887922544088,0.251522518180716,0.343,0.219,0.0190425724271801,1,0.392156862745098,"M4",1913,0.790855869298452,2.72708920447742,0.504,0.214,6.74659263978297e-219,1.70951910899461e-214,0.938908362543806
"ISYNA1","M1","S8",102,0.0408737983407653,0.352360330523839,0.461,0.345,0.0189338478079072,1,0.656862745098039,"M3",1913,1.12507019657262,1.96347329244785,0.728,0.155,0,0,1.54934036939312
"KCNH2","M1","S8",102,0.000194054731102682,0.0485136827756705,0.029,0.025,0.796013883726453,1,0.0294117647058824,"M3",1913,3.72348456529179,4.4699694661366,0.847,0.014,0,0,2.842216358839
"KIAA0930","M1","S8",102,0.00045275950691143,0.0348276543778023,0.137,0.124,0.775416888229385,1,0.156862745098039,"M2",1913,0.72558451282226,2.50201556145607,0.371,0.081,1.68804656813776e-222,4.27734119900428e-218,0.495033112582784
"KLF1","M1","S8",102,0.000142768424829989,0.0713842124149946,0.01,0.008,0.865981076963831,1,0.00980392156862745,"M3",1913,4.00110948750246,4.64704934669275,0.869,0.008,0,0,2.94986807387858
"LAPTM4B","M1","S8",102,0.059633238084841,0.320608806907747,0.676,0.49,0.00461264950813366,1,1.07843137254902,"M4",1913,0.211246019913458,1.70359693478595,0.578,0.454,3.23330953937435e-121,8.19288304182067e-117,1.33049574361543
"LCP2","M1","S8",102,0.00020400086996471,0.0680002899882366,0.01,0.007,0.702512602668742,1,0.00980392156862745,"M4",1913,0.526853479001589,2.38395239367235,0.272,0.051,3.99592936626686e-168,1.01252854211836e-163,0.343515272909363
"LEPRE1","M1","S8",102,0.0523686924398642,0.498749451808231,0.235,0.13,0.002737013007841,1,0.264705882352941,"M2",1913,0.340917562755225,2.02927120687634,0.282,0.114,1.87300382545376e-87,4.74600439331727e-83,0.354856512141282
"LINC00958","M1","S8",102,0.0115779119507577,0.304681893440993,0.098,0.06,0.130225163895109,1,0.107843137254902,"M3",1913,2.71517682860882,3.80276866751936,0.737,0.023,0,0,1.83482849604219
"LINC01029","M1","S8",102,0.00201677975876978,0.252097469846222,0.01,0.002,0.143051937830384,1,0.00980392156862745,"M3",1913,1.80024849549238,3.26131973821083,0.555,0.003,0,0,0.883905013192604
"LINC01033","M1","S8",102,0.0002250965104821,0.0750321701607,0.049,0.046,0.886794592671612,1,0.0490196078431373,"M3",1913,1.74149260942697,3.12095449718095,0.575,0.017,0,0,0.97467018469656
"MAGEA12","M1","S8",102,0.000517624867563727,0.0862708112606212,0.01,0.004,0.36683787730959,1,0.00980392156862745,"M3",1913,1.91971154629244,3.33862877616076,0.578,0.003,0,0,0.956200527704477
"MAGEB2","M1","S8",102,0.000728551101080364,0.121425183513394,0.01,0.004,0.364218015219072,1,0.00980392156862745,"M3",1913,1.28847726116576,2.59773641364064,0.52,0.024,0,0,0.913984168865429
"MATK","M1","S8",102,0.0129652436816159,0.240097105215109,0.118,0.064,0.0432612503801316,1,0.117647058823529,"M4",1913,0.433208855637923,2.31662489645948,0.278,0.091,4.22383768162473e-114,1.07027823014689e-109,0.385578367551325
"MEIOB","M1","S8",102,5.95532772522578e-06,0.00297766386261289,0.01,0.008,0.870576788493242,1,0.00980392156862745,"M3",1913,1.30184356668938,2.07299931001493,0.694,0.066,0,0,1.36306068601581
"MFNG","M1","S8",102,0.00389913910712892,0.21661883928494,0.039,0.021,0.222850859294637,1,0.0392156862745098,"M4",1913,0.772675365912442,2.53336185545063,0.365,0.06,4.3480255421191e-258,1.10174619211756e-253,0.553329994992484
"MFSD2A","M1","S8",102,0.01315213257581,0.313146013709763,0.078,0.036,0.0368464107032014,1,0.0784313725490196,"M2",1913,1.00763215999888,3.48661647058437,0.307,0.018,0,0,0.427152317880796
"MLLT3","M1","S8",102,0.00413614405962204,0.0765952603633711,0.216,0.162,0.294559502944279,1,0.235294117647059,"M4",1913,0.664705457466303,2.79288007338783,0.307,0.069,3.80256578356045e-182,9.63532143896382e-178,0.46369554331497
"MPP1","M1","S8",102,0.00674221764049782,0.108745445814481,0.245,0.183,0.20621244247875,1,0.254901960784314,"M3",1913,1.54043891425998,2.21327430209767,0.855,0.159,0,0,2.4559366754617
"MYL12A","M1","S8",102,0.0204317811454424,0.179226150398618,0.706,0.592,0.0420850881554401,1,1.40196078431372,"M2",1913,0.193007087797957,1.34032699859692,0.889,0.745,2.68936293342951e-291,6.81457673701704e-287,3.07615894039732
"MYL4","M1","S8",102,0.00220230685322202,0.169408219478617,0.029,0.016,0.305146122359257,1,0.0294117647058824,"M3",1913,4.84970551263006,5.13196350542863,0.963,0.018,0,0,5.10395778364116
"NARF","M1","S8",102,0.0248171508195283,0.174768667743157,0.657,0.515,0.0791576322701351,1,0.999999999999999,"M3",1913,1.40819233128084,2.21066300044088,0.953,0.316,0,0,4.40422163588387
"NEK6","M1","S8",102,0.0238912181494517,0.318549575326023,0.314,0.239,0.124047342921434,1,0.401960784313726,"M4",1913,0.279951641590859,1.59063432722079,0.388,0.212,1.14229982456415e-80,2.89447352546309e-76,0.662994491737601
"NFE2","M1","S8",102,0.000661781410839937,0.0661781410839937,0.02,0.01,0.393732236286561,1,0.0196078431372549,"M3",1913,1.33877519251175,2.20556044894851,0.664,0.057,0,0,1.37097625329814
"NFYC","M1","S8",102,0.0116874562120737,0.132812002409928,0.5,0.412,0.206399627470121,1,0.715686274509804,"M2",1913,1.41154552518402,3.08197712922276,0.75,0.292,0,0,1.68432671081676
"NMU","M1","S8",102,0.0163048758708619,0.16637628439655,0.353,0.255,0.101599138670451,1,0.421568627450981,"M3",1913,4.21157786079089,5.00187394393217,0.94,0.098,0,0,8.75356200527715
"NSMAF","M1","S8",102,0.00203203996364419,0.0967638077925805,0.088,0.067,0.417605624024702,1,0.0882352941176471,"M4",1913,0.258247252257897,1.85789390113595,0.267,0.128,1.12022609950512e-59,2.83854091353603e-55,0.338007010515773
"NUDT7","M1","S8",102,0.00323840622051318,0.101200194391037,0.167,0.135,0.415043498212306,1,0.176470588235294,"M2",1913,0.387235567120566,2.30497361381289,0.257,0.089,1.01975720409058e-94,2.58396277944513e-90,0.326158940397352
"NUP214","M1","S8",102,0.00836060775258429,0.185791283390762,0.225,0.18,0.256944172596395,1,0.245098039215686,"M3",1913,0.945423649459025,1.60786334942011,0.737,0.149,0,0,1.44960422163586
"PDLIM4","M1","S8",102,0.00304621705994616,0.0895946194101813,0.196,0.162,0.418240506788031,1,0.215686274509804,"M3",1913,1.16129876131219,2.16256752572102,0.618,0.081,0,0,1.11292875989445
"PHF19","M1","S8",102,0.00598864198555639,0.077774571240992,0.539,0.462,0.208896323150904,1,0.852941176470588,"M3",1913,2.19143712401515,3.14861655749303,0.961,0.265,0,0,6.67282321899743
"PHIP","M1","S8",102,0.0311296929214648,0.185295791199195,0.657,0.489,0.0479230146477,1,0.931372549019607,"M2",1913,0.226018897587978,1.47724769665345,0.595,0.442,2.39303780157107e-122,6.06371848540095e-118,0.967991169977909
"PITX1","M1","S8",102,0.000664551418689006,0.0237339792388931,0.422,0.394,0.738676761337201,1,0.607843137254902,"M3",1913,1.90260084632397,2.83547070987179,0.809,0.138,0,0,2.34459102902371
"PKP3","M1","S8",102,0.000376635126716049,0.125545042238683,0.01,0.007,0.699633710411478,1,0.00980392156862745,"M3",1913,1.31603429228008,2.89875394775348,0.457,0.003,0,0,0.663324538258572
"PLCD1","M1","S8",102,0.00658278800049192,0.23509957144614,0.039,0.011,0.0139221030153795,1,0.0392156862745098,"M3",1913,1.57842126500889,3.02959935702282,0.529,0.008,0,0,0.857519788918199
"PPT1","M1","S8",102,0.01517057659705,0.106087948231119,0.892,0.749,0.0193218637514586,1,2.06862745098039,"M2",1913,1.60642135684121,4.03623456492766,0.974,0.576,0,0,9.5772626931567
"PRAME","M1","S8",102,0.132420664558798,0.93915364935318,0.196,0.055,2.59898651379911e-08,0.000658557192731556,0.215686274509804,"M3",1913,4.29647525019771,4.64986498939146,0.983,0.059,0,0,6.7092348284961
"PRKAR2B","M1","S8",102,0.000891284436410897,0.0810258578555361,0.118,0.107,0.748993459204669,1,0.127450980392157,"M3",1913,1.70144949127304,2.73985425325771,0.679,0.058,0,0,1.35092348284959
"PROSC","M1","S8",102,0.00576245168001315,0.14054760195154,0.324,0.283,0.481998805823723,1,0.441176470588235,"M4",1913,0.28729114672378,1.68994792190459,0.417,0.247,3.6515201006154e-84,9.25258678294937e-80,0.700550826239351
"RAD21","M1","S8",102,0.0139340852178414,0.163930414327546,0.775,0.69,0.309569663093431,1,1.77450980392157,"M4",1913,0.288022160090022,1.94609567628393,0.729,0.581,1.02182646817445e-228,2.58920608770723e-224,2.29594391587382
"RHAG","M1","S8",102,0.000373141444652332,0.0746282889304664,0.02,0.015,0.739448063448186,1,0.0196078431372549,"M3",1913,2.09822740030738,2.68315524335982,0.827,0.045,0,0,2.27124010554086
"RHCE","M1","S8",102,5.9646351860538e-05,0.019882117286846,0.01,0.007,0.705395768742912,1,0.00980392156862745,"M3",1913,1.29988551158534,3.03711568127415,0.431,0.003,0,0,0.697097625329811
"RHOF","M1","S8",102,0.002505251888986,0.1252625944493,0.108,0.088,0.511263970710554,1,0.117647058823529,"M4",1913,0.603545632690512,2.64712996794084,0.281,0.053,2.00100996306321e-182,5.07035914540587e-178,0.371557336004005
"RILPL2","M1","S8",102,0.0184932196185176,0.225527068518508,0.284,0.202,0.0832243669408054,1,0.323529411764706,"M2",1913,0.412111496536551,1.67524998592094,0.493,0.247,2.92024200035558e-137,7.39960120470101e-133,0.764348785871955
"RNASEH2B","M1","S8",102,0.0612774215131739,0.317499593332507,0.775,0.582,0.00149200994891302,1,1.3235294117647,"M2",1913,0.176604406321413,1.53569048975142,0.707,0.592,8.11398873587787e-169,2.05600360578409e-164,1.72571743929358
"RNASET2","M1","S8",102,0.0196632335136162,0.156057408838224,0.539,0.413,0.0699123232602803,1,0.823529411764706,"M2",1913,0.972498221273947,2.37774626228349,0.869,0.46,0,0,2.81622516556288
"RP11-25K19.1","M1","S8",102,0.00103053166428809,0.0542385086467418,0.049,0.03,0.294559607915351,1,0.0490196078431373,"M4",1913,1.17723381187535,3.61114666219434,0.344,0.018,0,0,0.47571357035553
"RPL10","M1","S8",102,0.0135615969113652,0.112079313317068,0.51,0.389,0.102253120085863,1,0.686274509803921,"M3",1913,0.915939583723726,1.64737335202109,0.756,0.2,0,0,1.74089709762531
"SATB1","M1","S8",102,0.0426568746279563,0.627306979822887,0.147,0.079,0.0139189938701314,1,0.186274509803922,"M2",1913,0.85011527972658,2.4289007992188,0.461,0.111,2.98108913135259e-267,7.55378174993433e-263,0.676048565121406
"SCG3","M1","S8",102,0.000463189871299211,0.0514655412554679,0.029,0.02,0.544883510215648,1,0.0294117647058824,"M3",1913,1.02635203768461,3.08213825130513,0.342,0.009,0,0,0.901846965699204
"SENP6","M1","S8",102,0.00182977368211596,0.0281503643402456,0.373,0.308,0.283322011057126,1,0.450980392156863,"M2",1913,0.313139614874011,1.73966452707784,0.437,0.257,4.89553075632763e-96,1.24047853834586e-91,0.597682119205295
"SEPT6","M1","S8",102,0.00919956781204866,0.137306982269383,0.412,0.345,0.190616482474291,1,0.509803921568628,"M4",1913,0.586298714738001,2.38332810869106,0.515,0.269,4.79323953975741e-178,1.21455896697913e-173,0.904857285928883
"SERPINB1","M1","S8",102,0.002714175745378,0.0775478784393713,0.216,0.181,0.48465844826731,1,0.235294117647059,"M4",1913,0.309415486476312,1.93384679047695,0.424,0.264,5.41002005273974e-84,1.37084498116372e-79,0.67451176765147
"SLC25A37","M1","S8",102,0.0108988397279073,0.151372773998712,0.343,0.271,0.155199844294229,1,0.46078431372549,"M3",1913,1.81669714621448,2.73598967803386,0.863,0.199,0,0,3.91081794195245
"SLC9A3R1","M1","S8",102,0.00223057534754929,0.0328025786404308,0.471,0.403,0.489585556143204,1,0.617647058823529,"M4",1913,0.56993422576939,2.53304100341951,0.504,0.279,1.99736138973117e-164,5.0611140254398e-160,1.2008012018027
"SNHG3","M1","S8",102,0.0004436080808822,0.00652364824826764,0.52,0.452,0.555642528119554,1,0.803921568627451,"M3",1913,1.07710898786672,1.77447938693035,0.885,0.278,0,0,3.06174142480206
"SPHK1","M1","S8",102,0.000172296066568389,0.0215370083210487,0.088,0.08,0.807942578281877,1,0.107843137254902,"M3",1913,1.11650905250086,2.45386604945244,0.489,0.034,0,0,0.798944591029018
"SPINT2","M1","S8",102,0.00149777591351359,0.0325603459459477,0.51,0.464,0.748423137341841,1,0.774509803921568,"M4",1913,1.10715570583549,2.86086745693925,0.581,0.194,0,0,1.13319979969955
"TANGO2","M1","S8",102,0.0118669968572888,0.339057053065395,0.108,0.073,0.189821750831668,1,0.117647058823529,"M3",1913,1.15091062150607,2.31571553622952,0.538,0.041,0,0,0.837994722955138
"TFR2","M1","S8",102,0.00182514235946424,0.22814279493303,0.01,0.002,0.143051937830384,1,0.00980392156862745,"M3",1913,0.981396470500165,2.51640120641068,0.395,0.005,0,0,0.537203166226912
"THAP7","M1","S8",102,0.00388171731288423,0.0517562308384564,0.716,0.641,0.335067823268053,1,1.3235294117647,"M3",1913,0.97716038098279,1.72948739996954,0.919,0.354,0,0,3.49920844327171
"TMUB1","M1","S8",102,0.0100216611325596,0.0902852354284651,0.667,0.556,0.508587380384395,1,1.06862745098039,"M3",1913,0.931791642187257,1.66094766878299,0.842,0.281,0,0,2.50659630606856
"TNNT1","M1","S8",102,0.00533913559495453,0.0702517841441386,0.49,0.414,0.272936329463984,1,0.656862745098039,"M3",1913,1.49908722981934,2.36822627143655,0.844,0.211,0,0,3.38047493403689
"TPD52L1","M1","S8",102,0.0127403582954988,0.179441666133786,0.569,0.498,0.20236323884166,1,0.96078431372549,"M3",1913,1.21075239574128,2.01456305447801,0.783,0.182,0,0,1.76464379947227
"TRAPPC6A","M1","S8",102,0.000105931489610811,0.00199870735114738,0.382,0.329,0.534803518619182,1,0.5,"M4",1913,0.282487425728779,1.66169073958105,0.459,0.289,4.29420241625443e-87,1.08810795025471e-82,0.730095142714063
"TRPS1","M1","S8",102,0.0101319273101638,0.174688401899376,0.186,0.128,0.134718928950809,1,0.196078431372549,"M4",1913,0.671277276445426,2.6018499087032,0.355,0.097,7.1713627340153e-184,1.81715160317214e-179,0.509764646970453
"UBAC1","M1","S8",102,0.00473174745329737,0.0614512656272386,0.52,0.443,0.389561664527921,1,0.735294117647058,"M3",1913,2.1099585910759,2.94275954124951,0.958,0.241,0,0,5.0538258575198
"UBBP4","M1","S8",102,0.000750565770336449,0.0577358284874192,0.059,0.046,0.578809191426711,1,0.0588235294117647,"M3",1913,0.999581804020581,2.40863085306164,0.437,0.022,0,0,0.61899736147757
"UFD1L","M1","S8",102,0.00832158255792543,0.084914107733933,0.892,0.794,0.219521303102711,1,2.42156862745098,"M3",1913,1.11096512237133,2.39432138442098,0.99,0.526,0,0,10.6469656992085
"UROD","M1","S8",102,0.0311412028795482,0.22730805021568,0.804,0.667,0.0255434597835752,1,1.61764705882353,"M3",1913,1.30371122854014,2.38774950282077,0.987,0.441,0,0,8.28073878627974
"YDJC","M1","S8",102,0.0332400724158317,0.284103183041297,0.912,0.795,0.00120085601547827,1,2.81372549019608,"M3",1913,1.3573383164133,2.67719589036154,0.991,0.484,0,0,11.9656992084433
"ZBTB44","M1","S8",102,0.000839738867878197,0.0182551927799608,0.324,0.278,0.479471539926217,1,0.401960784313726,"M4",1913,0.352362901254153,2.09739822175091,0.385,0.217,5.80426356406194e-84,1.47074234449765e-79,0.565848773159734
"ZMPSTE24","M1","S8",102,0.0663814623052649,0.402311892759181,0.559,0.394,0.00290614948161468,1,0.852941176470588,"M2",1913,1.02347821776424,2.79638857312635,0.647,0.281,0,0,1.33940397350992
"ZNF684","M1","S8",102,0.000732144306170891,0.0813493673523213,0.088,0.079,0.722051799075616,1,0.0882352941176471,"M2",1913,0.614909266465823,2.75744065679741,0.272,0.049,1.07738212488619e-181,2.72997856624911e-177,0.338852097130244
"AHSP","M1","S9",97,0.00271296413845358,0.678241034613395,0.01,0.006,0.600592204018208,1,0.0103092783505155,"M3",1913,2.1375307620248,4.14250147679224,0.52,0.004,0,0,1.6928759894459
"BST1","M1","S9",97,0.00330207135892534,0.300188305356849,0.021,0.01,0.343073793898027,1,0.0206185567010309,"M2",1913,1.06710952706782,3.51022870745995,0.316,0.012,0,0,0.410596026490068
"CA1","M1","S9",97,0.00359431378268903,0.449289222836129,0.021,0.013,0.48865935586153,1,0.0206185567010309,"M3",1913,1.8243517733456,4.37494430058897,0.427,0.01,0,0,2.58047493403692
"DHRS9","M1","S9",97,0.000149838485666197,0.149838485666197,0.01,0.009,0.921363161007737,1,0.0103092783505155,"M2",1913,1.83296463306809,4.3230297949719,0.434,0.01,0,0,0.708057395143482
"HIST1H2AE","M1","S9",97,0.0119737611228705,0.544261869221386,0.031,0.009,0.0312879140790627,1,0.0309278350515464,"M3",1913,1.09245464034651,2.52883018598729,0.445,0.013,0,0,0.67810026385224
"HIST1H2BC","M1","S9",97,0.0318601093219643,1.38522214443323,0.041,0.018,0.0972410521090289,1,0.0515463917525773,"M3",1913,1.27772341785384,2.82682172091557,0.464,0.012,0,0,0.760949868073873
"HIST1H2BN","M1","S9",97,0.0156780025804526,0.825158030550139,0.041,0.022,0.200614930902033,1,0.0412371134020619,"M3",1913,1.56496514678519,2.72167851614815,0.603,0.028,0,0,1.11451187335091
"HSH2D","M1","S9",97,0.000562394716181672,0.140598679045418,0.01,0.006,0.540861724783778,1,0.0103092783505155,"M4",1913,1.1541447794559,3.82167145515199,0.309,0.007,0,0,0.414121181772657
